Property_Id,Check_In_Date,Room_Category,Helper,Successful_Bookings,Capacity
18559,15-06-22,RT3,18559|44727|RT3,9,23
19558,15-06-22,RT3,19558|44727|RT3,9,21
16560,15-06-22,RT3,16560|44727|RT3,10,20
17559,15-06-22,RT3,17559|44727|RT3,10,16
17564,15-06-22,RT3,17564|44727|RT3,10,24
16563,15-06-22,RT3,16563|44727|RT3,12,20
17560,15-06-22,RT3,17560|44727|RT3,12,25
17561,15-06-22,RT3,17561|44727|RT3,11,19
17563,15-06-22,RT3,17563|44727|RT3,11,16
18563,15-06-22,RT3,18563|44727|RT3,11,23
19560,15-06-22,RT3,19560|44727|RT3,11,19
17562,15-06-22,RT4,17562|44727|RT4,2,6
16558,15-06-22,RT4,16558|44727|RT4,2,3
16562,15-06-22,RT4,16562|44727|RT4,4,6
17558,15-06-22,RT4,17558|44727|RT4,4,6
16560,15-06-22,RT4,16560|44727|RT4,4,7
19561,15-06-22,RT4,19561|44727|RT4,4,7
16561,15-06-22,RT4,16561|44727|RT4,6,10
17560,15-06-22,RT4,17560|44727|RT4,6,13
18561,15-06-22,RT4,18561|44727|RT4,6,9
19559,15-06-22,RT4,19559|44727|RT4,1,3
17564,15-06-22,RT4,17564|44727|RT4,9,17
18560,15-06-22,RT4,18560|44727|RT4,11,15
19560,15-06-22,RT4,19560|44727|RT4,10,16
18559,15-06-22,RT4,18559|44727|RT4,9,19
17563,15-06-22,RT4,17563|44727|RT4,11,19
19562,15-06-22,RT4,19562|44727|RT4,8,14
17559,15-06-22,RT4,17559|44727|RT4,9,14
18558,15-06-22,RT4,18558|44727|RT4,9,20
18562,15-06-22,RT4,18562|44727|RT4,13,20
18563,15-06-22,RT4,18563|44727|RT4,10,18
16563,15-06-22,RT4,16563|44727|RT4,12,18
16559,15-06-22,RT4,16559|44727|RT4,11,18
19563,15-06-22,RT4,19563|44727|RT4,3,6
19558,15-06-22,RT4,19558|44727|RT4,3,7
17561,15-06-22,RT4,17561|44727|RT4,3,4
19563,16-06-22,RT3,19563|44728|RT3,15,29
18560,16-06-22,RT1,18560|44728|RT1,16,30
19562,16-06-22,RT1,19562|44728|RT1,20,30
19563,16-06-22,RT1,19563|44728|RT1,16,30
17558,16-06-22,RT1,17558|44728|RT1,9,19
16558,16-06-22,RT1,16558|44728|RT1,10,19
17560,16-06-22,RT1,17560|44728|RT1,23,40
19558,16-06-22,RT1,19558|44728|RT1,14,40
19560,16-06-22,RT1,19560|44728|RT1,15,26
17561,16-06-22,RT1,17561|44728|RT1,15,26
16560,16-06-22,RT1,16560|44728|RT1,19,34
16561,16-06-22,RT1,16561|44728|RT1,10,18
16562,16-06-22,RT1,16562|44728|RT1,14,31
16563,16-06-22,RT1,16563|44728|RT1,29,41
17559,16-06-22,RT1,17559|44728|RT1,18,32
17562,16-06-22,RT1,17562|44728|RT1,7,20
17563,16-06-22,RT1,17563|44728|RT1,16,25
18558,16-06-22,RT1,18558|44728|RT1,8,15
18559,16-06-22,RT1,18559|44728|RT1,17,42
18561,16-06-22,RT1,18561|44728|RT1,22,33
18562,16-06-22,RT1,18562|44728|RT1,20,38
18563,16-06-22,RT1,18563|44728|RT1,13,27
19559,16-06-22,RT1,19559|44728|RT1,12,24
19561,16-06-22,RT1,19561|44728|RT1,18,36
17564,16-06-22,RT1,17564|44728|RT1,7,16
19562,16-06-22,RT2,19562|44728|RT2,14,23
18563,16-06-22,RT2,18563|44728|RT2,13,29
17561,16-06-22,RT2,17561|44728|RT2,23,36
17558,16-06-22,RT2,17558|44728|RT2,23,50
16562,16-06-22,RT2,16562|44728|RT2,22,43
16561,16-06-22,RT2,16561|44728|RT2,13,24
16558,16-06-22,RT2,16558|44728|RT2,14,22
19560,16-06-22,RT2,19560|44728|RT2,23,38
16563,16-06-22,RT2,16563|44728|RT2,22,38
16559,16-06-22,RT2,16559|44728|RT2,25,41
19559,16-06-22,RT2,19559|44728|RT2,21,41
19558,16-06-22,RT2,19558|44728|RT2,16,39
17559,16-06-22,RT2,17559|44728|RT2,25,39
16560,16-06-22,RT2,16560|44728|RT2,18,34
18562,16-06-22,RT2,18562|44728|RT2,19,34
18559,16-06-22,RT2,18559|44728|RT2,17,44
17563,16-06-22,RT2,17563|44728|RT2,29,44
17562,16-06-22,RT2,17562|44728|RT2,11,30
18558,16-06-22,RT2,18558|44728|RT2,15,30
17564,16-06-22,RT2,17564|44728|RT2,16,40
18561,16-06-22,RT2,18561|44728|RT2,25,40
18560,16-06-22,RT2,18560|44728|RT2,29,40
17560,16-06-22,RT2,17560|44728|RT2,22,45
19561,16-06-22,RT2,19561|44728|RT2,21,45
19563,16-06-22,RT2,19563|44728|RT2,26,45
16559,16-06-22,RT1,16559|44728|RT1,20,30
19562,16-06-22,RT3,19562|44728|RT3,17,29
19561,16-06-22,RT3,19561|44728|RT3,13,29
18562,16-06-22,RT3,18562|44728|RT3,17,29
17558,16-06-22,RT3,17558|44728|RT3,13,27
17562,16-06-22,RT3,17562|44728|RT3,12,27
19559,16-06-22,RT3,19559|44728|RT3,12,27
16559,16-06-22,RT3,16559|44728|RT3,20,32
16558,16-06-22,RT3,16558|44728|RT3,5,8
18561,16-06-22,RT3,18561|44728|RT3,16,25
16561,16-06-22,RT3,16561|44728|RT3,13,21
17560,16-06-22,RT3,17560|44728|RT3,13,25
18558,16-06-22,RT3,18558|44728|RT3,13,26
16563,16-06-22,RT3,16563|44728|RT3,14,20
18560,16-06-22,RT3,18560|44728|RT3,14,24
19558,16-06-22,RT3,19558|44728|RT3,9,21
16562,16-06-22,RT3,16562|44728|RT3,10,18
17559,16-06-22,RT3,17559|44728|RT3,10,16
17563,16-06-22,RT3,17563|44728|RT3,10,16
18559,16-06-22,RT3,18559|44728|RT3,10,23
18563,16-06-22,RT3,18563|44728|RT3,10,23
17564,16-06-22,RT3,17564|44728|RT3,10,24
16560,16-06-22,RT3,16560|44728|RT3,12,20
17561,16-06-22,RT3,17561|44728|RT3,12,19
19560,16-06-22,RT3,19560|44728|RT3,11,19
16558,16-06-22,RT4,16558|44728|RT4,2,3
16562,16-06-22,RT4,16562|44728|RT4,4,6
16560,16-06-22,RT4,16560|44728|RT4,4,7
19561,16-06-22,RT4,19561|44728|RT4,4,7
16561,16-06-22,RT4,16561|44728|RT4,6,10
17560,16-06-22,RT4,17560|44728|RT4,6,13
18561,16-06-22,RT4,18561|44728|RT4,6,9
19559,16-06-22,RT4,19559|44728|RT4,1,3
17564,16-06-22,RT4,17564|44728|RT4,8,17
18560,16-06-22,RT4,18560|44728|RT4,9,15
19560,16-06-22,RT4,19560|44728|RT4,11,16
18559,16-06-22,RT4,18559|44728|RT4,10,19
17563,16-06-22,RT4,17563|44728|RT4,12,19
19562,16-06-22,RT4,19562|44728|RT4,10,14
17559,16-06-22,RT4,17559|44728|RT4,9,14
18558,16-06-22,RT4,18558|44728|RT4,11,20
18562,16-06-22,RT4,18562|44728|RT4,11,20
18563,16-06-22,RT4,18563|44728|RT4,9,18
16563,16-06-22,RT4,16563|44728|RT4,11,18
16559,16-06-22,RT4,16559|44728|RT4,13,18
17558,16-06-22,RT4,17558|44728|RT4,3,6
17562,16-06-22,RT4,17562|44728|RT4,3,6
19563,16-06-22,RT4,19563|44728|RT4,3,6
19558,16-06-22,RT4,19558|44728|RT4,3,7
17561,16-06-22,RT4,17561|44728|RT4,3,4
16559,17-06-22,RT1,16559|44729|RT1,21,30
18560,17-06-22,RT1,18560|44729|RT1,17,30
19562,17-06-22,RT1,19562|44729|RT1,18,30
19563,17-06-22,RT1,19563|44729|RT1,13,30
17558,17-06-22,RT1,17558|44729|RT1,9,19
16558,17-06-22,RT1,16558|44729|RT1,10,19
17560,17-06-22,RT1,17560|44729|RT1,22,40
19558,17-06-22,RT1,19558|44729|RT1,18,40
19560,17-06-22,RT1,19560|44729|RT1,15,26
17561,17-06-22,RT1,17561|44729|RT1,16,26
16560,17-06-22,RT1,16560|44729|RT1,17,34
16561,17-06-22,RT1,16561|44729|RT1,10,18
16562,17-06-22,RT1,16562|44729|RT1,14,31
16563,17-06-22,RT1,16563|44729|RT1,24,41
17559,17-06-22,RT1,17559|44729|RT1,20,32
17562,17-06-22,RT1,17562|44729|RT1,8,20
17563,17-06-22,RT1,17563|44729|RT1,14,25
18558,17-06-22,RT1,18558|44729|RT1,8,15
18559,17-06-22,RT1,18559|44729|RT1,17,42
18561,17-06-22,RT1,18561|44729|RT1,23,33
18562,17-06-22,RT1,18562|44729|RT1,21,38
18563,17-06-22,RT1,18563|44729|RT1,13,27
19559,17-06-22,RT1,19559|44729|RT1,13,24
19561,17-06-22,RT1,19561|44729|RT1,18,36
17564,17-06-22,RT1,17564|44729|RT1,7,16
19562,17-06-22,RT2,19562|44729|RT2,15,23
18563,17-06-22,RT2,18563|44729|RT2,13,29
17561,17-06-22,RT2,17561|44729|RT2,21,36
17558,17-06-22,RT2,17558|44729|RT2,24,50
16562,17-06-22,RT2,16562|44729|RT2,22,43
16561,17-06-22,RT2,16561|44729|RT2,17,24
16558,17-06-22,RT2,16558|44729|RT2,14,22
19560,17-06-22,RT2,19560|44729|RT2,24,38
16563,17-06-22,RT2,16563|44729|RT2,26,38
16559,17-06-22,RT2,16559|44729|RT2,24,41
19559,17-06-22,RT2,19559|44729|RT2,20,41
19558,17-06-22,RT2,19558|44729|RT2,16,39
17559,17-06-22,RT2,17559|44729|RT2,26,39
16560,17-06-22,RT2,16560|44729|RT2,17,34
18562,17-06-22,RT2,18562|44729|RT2,20,34
18559,17-06-22,RT2,18559|44729|RT2,18,44
17563,17-06-22,RT2,17563|44729|RT2,29,44
17562,17-06-22,RT2,17562|44729|RT2,14,30
18558,17-06-22,RT2,18558|44729|RT2,17,30
17564,17-06-22,RT2,17564|44729|RT2,19,40
18561,17-06-22,RT2,18561|44729|RT2,26,40
18560,17-06-22,RT2,18560|44729|RT2,25,40
17560,17-06-22,RT2,17560|44729|RT2,25,45
19561,17-06-22,RT2,19561|44729|RT2,24,45
19563,17-06-22,RT2,19563|44729|RT2,23,45
19563,17-06-22,RT3,19563|44729|RT3,14,29
19562,17-06-22,RT3,19562|44729|RT3,16,29
19561,17-06-22,RT3,19561|44729|RT3,14,29
18562,17-06-22,RT3,18562|44729|RT3,20,29
17558,17-06-22,RT3,17558|44729|RT3,16,27
17562,17-06-22,RT3,17562|44729|RT3,11,27
19559,17-06-22,RT3,19559|44729|RT3,15,27
16559,17-06-22,RT3,16559|44729|RT3,20,32
16558,17-06-22,RT3,16558|44729|RT3,5,8
18561,17-06-22,RT3,18561|44729|RT3,17,25
16563,17-06-22,RT3,16563|44729|RT3,15,20
18558,17-06-22,RT3,18558|44729|RT3,15,26
18560,17-06-22,RT3,18560|44729|RT3,13,24
18559,17-06-22,RT3,18559|44729|RT3,9,23
19558,17-06-22,RT3,19558|44729|RT3,9,21
17564,17-06-22,RT3,17564|44729|RT3,9,24
16560,17-06-22,RT3,16560|44729|RT3,10,20
16562,17-06-22,RT3,16562|44729|RT3,10,18
17559,17-06-22,RT3,17559|44729|RT3,10,16
17563,17-06-22,RT3,17563|44729|RT3,10,16
18563,17-06-22,RT3,18563|44729|RT3,10,23
17560,17-06-22,RT3,17560|44729|RT3,12,25
17561,17-06-22,RT3,17561|44729|RT3,12,19
19560,17-06-22,RT3,19560|44729|RT3,12,19
16561,17-06-22,RT3,16561|44729|RT3,11,21
16558,17-06-22,RT4,16558|44729|RT4,2,3
19558,17-06-22,RT4,19558|44729|RT4,4,7
18561,17-06-22,RT4,18561|44729|RT4,5,9
17560,17-06-22,RT4,17560|44729|RT4,6,13
16561,17-06-22,RT4,16561|44729|RT4,7,10
19559,17-06-22,RT4,19559|44729|RT4,1,3
17564,17-06-22,RT4,17564|44729|RT4,7,17
18560,17-06-22,RT4,18560|44729|RT4,10,15
19560,17-06-22,RT4,19560|44729|RT4,10,16
18559,17-06-22,RT4,18559|44729|RT4,9,19
17563,17-06-22,RT4,17563|44729|RT4,13,19
19562,17-06-22,RT4,19562|44729|RT4,10,14
17559,17-06-22,RT4,17559|44729|RT4,8,14
18558,17-06-22,RT4,18558|44729|RT4,10,20
18562,17-06-22,RT4,18562|44729|RT4,12,20
18563,17-06-22,RT4,18563|44729|RT4,9,18
16563,17-06-22,RT4,16563|44729|RT4,13,18
16559,17-06-22,RT4,16559|44729|RT4,10,18
16562,17-06-22,RT4,16562|44729|RT4,3,6
17558,17-06-22,RT4,17558|44729|RT4,3,6
17562,17-06-22,RT4,17562|44729|RT4,3,6
19563,17-06-22,RT4,19563|44729|RT4,3,6
16560,17-06-22,RT4,16560|44729|RT4,3,7
19561,17-06-22,RT4,19561|44729|RT4,3,7
17561,17-06-22,RT4,17561|44729|RT4,3,4
16559,18-06-22,RT1,16559|44730|RT1,29,30
18560,18-06-22,RT1,18560|44730|RT1,26,30
19562,18-06-22,RT1,19562|44730|RT1,27,30
19563,18-06-22,RT1,19563|44730|RT1,22,30
17558,18-06-22,RT1,17558|44730|RT1,14,19
16558,18-06-22,RT1,16558|44730|RT1,17,19
17560,18-06-22,RT1,17560|44730|RT1,29,40
19558,18-06-22,RT1,19558|44730|RT1,23,40
19560,18-06-22,RT1,19560|44730|RT1,24,26
17561,18-06-22,RT1,17561|44730|RT1,22,26
16560,18-06-22,RT1,16560|44730|RT1,25,34
16561,18-06-22,RT1,16561|44730|RT1,17,18
16562,18-06-22,RT1,16562|44730|RT1,22,31
16563,18-06-22,RT1,16563|44730|RT1,37,41
17559,18-06-22,RT1,17559|44730|RT1,32,32
17562,18-06-22,RT1,17562|44730|RT1,12,20
17563,18-06-22,RT1,17563|44730|RT1,22,25
18558,18-06-22,RT1,18558|44730|RT1,12,15
18559,18-06-22,RT1,18559|44730|RT1,26,42
18561,18-06-22,RT1,18561|44730|RT1,28,33
18562,18-06-22,RT1,18562|44730|RT1,38,38
18563,18-06-22,RT1,18563|44730|RT1,18,27
19559,18-06-22,RT1,19559|44730|RT1,17,24
19561,18-06-22,RT1,19561|44730|RT1,25,36
17564,18-06-22,RT1,17564|44730|RT1,10,16
19562,18-06-22,RT2,19562|44730|RT2,20,23
18563,18-06-22,RT2,18563|44730|RT2,21,29
17561,18-06-22,RT2,17561|44730|RT2,32,36
17558,18-06-22,RT2,17558|44730|RT2,34,50
16562,18-06-22,RT2,16562|44730|RT2,32,43
16561,18-06-22,RT2,16561|44730|RT2,23,24
16558,18-06-22,RT2,16558|44730|RT2,21,22
19560,18-06-22,RT2,19560|44730|RT2,33,38
16563,18-06-22,RT2,16563|44730|RT2,34,38
16559,18-06-22,RT2,16559|44730|RT2,37,41
19559,18-06-22,RT2,19559|44730|RT2,30,41
19558,18-06-22,RT2,19558|44730|RT2,22,39
17559,18-06-22,RT2,17559|44730|RT2,36,39
16560,18-06-22,RT2,16560|44730|RT2,24,34
18562,18-06-22,RT2,18562|44730|RT2,32,34
18559,18-06-22,RT2,18559|44730|RT2,30,44
17563,18-06-22,RT2,17563|44730|RT2,41,44
17562,18-06-22,RT2,17562|44730|RT2,20,30
18558,18-06-22,RT2,18558|44730|RT2,22,30
17564,18-06-22,RT2,17564|44730|RT2,26,40
18561,18-06-22,RT2,18561|44730|RT2,37,40
18560,18-06-22,RT2,18560|44730|RT2,37,40
17560,18-06-22,RT2,17560|44730|RT2,35,45
19561,18-06-22,RT2,19561|44730|RT2,32,45
19563,18-06-22,RT2,19563|44730|RT2,34,45
19563,18-06-22,RT3,19563|44730|RT3,20,29
19562,18-06-22,RT3,19562|44730|RT3,29,29
19561,18-06-22,RT3,19561|44730|RT3,20,29
18562,18-06-22,RT3,18562|44730|RT3,27,29
17558,18-06-22,RT3,17558|44730|RT3,21,27
17562,18-06-22,RT3,17562|44730|RT3,16,27
19559,18-06-22,RT3,19559|44730|RT3,21,27
16559,18-06-22,RT3,16559|44730|RT3,29,32
16558,18-06-22,RT3,16558|44730|RT3,7,8
17560,18-06-22,RT3,17560|44730|RT3,18,25
18561,18-06-22,RT3,18561|44730|RT3,22,25
16561,18-06-22,RT3,16561|44730|RT3,20,21
16563,18-06-22,RT3,16563|44730|RT3,19,20
17561,18-06-22,RT3,17561|44730|RT3,18,19
18558,18-06-22,RT3,18558|44730|RT3,19,26
18560,18-06-22,RT3,18560|44730|RT3,23,24
18563,18-06-22,RT3,18563|44730|RT3,17,23
19560,18-06-22,RT3,19560|44730|RT3,16,19
16562,18-06-22,RT3,16562|44730|RT3,13,18
17563,18-06-22,RT3,17563|44730|RT3,13,16
18559,18-06-22,RT3,18559|44730|RT3,13,23
16560,18-06-22,RT3,16560|44730|RT3,14,20
17559,18-06-22,RT3,17559|44730|RT3,14,16
17564,18-06-22,RT3,17564|44730|RT3,14,24
19558,18-06-22,RT3,19558|44730|RT3,12,21
19559,18-06-22,RT4,19559|44730|RT4,2,3
16562,18-06-22,RT4,16562|44730|RT4,4,6
17558,18-06-22,RT4,17558|44730|RT4,4,6
17562,18-06-22,RT4,17562|44730|RT4,4,6
19558,18-06-22,RT4,19558|44730|RT4,4,7
19561,18-06-22,RT4,19561|44730|RT4,5,7
19563,18-06-22,RT4,19563|44730|RT4,5,6
16560,18-06-22,RT4,16560|44730|RT4,6,7
16561,18-06-22,RT4,16561|44730|RT4,9,10
17560,18-06-22,RT4,17560|44730|RT4,9,13
18561,18-06-22,RT4,18561|44730|RT4,9,9
17564,18-06-22,RT4,17564|44730|RT4,10,17
18560,18-06-22,RT4,18560|44730|RT4,14,15
19560,18-06-22,RT4,19560|44730|RT4,15,16
18559,18-06-22,RT4,18559|44730|RT4,11,19
17563,18-06-22,RT4,17563|44730|RT4,17,19
19562,18-06-22,RT4,19562|44730|RT4,11,14
17559,18-06-22,RT4,17559|44730|RT4,13,14
18558,18-06-22,RT4,18558|44730|RT4,15,20
18562,18-06-22,RT4,18562|44730|RT4,18,20
18563,18-06-22,RT4,18563|44730|RT4,13,18
16563,18-06-22,RT4,16563|44730|RT4,18,18
16559,18-06-22,RT4,16559|44730|RT4,18,18
17561,18-06-22,RT4,17561|44730|RT4,3,4
16558,18-06-22,RT4,16558|44730|RT4,3,3
19563,19-06-22,RT3,19563|44731|RT3,19,29
18560,19-06-22,RT1,18560|44731|RT1,25,30
19562,19-06-22,RT1,19562|44731|RT1,26,30
19563,19-06-22,RT1,19563|44731|RT1,17,30
17558,19-06-22,RT1,17558|44731|RT1,12,19
16558,19-06-22,RT1,16558|44731|RT1,13,19
17560,19-06-22,RT1,17560|44731|RT1,26,40
19558,19-06-22,RT1,19558|44731|RT1,21,40
19560,19-06-22,RT1,19560|44731|RT1,21,26
17561,19-06-22,RT1,17561|44731|RT1,17,26
16560,19-06-22,RT1,16560|44731|RT1,20,34
16561,19-06-22,RT1,16561|44731|RT1,12,18
16562,19-06-22,RT1,16562|44731|RT1,18,31
16563,19-06-22,RT1,16563|44731|RT1,31,41
17559,19-06-22,RT1,17559|44731|RT1,26,32
17562,19-06-22,RT1,17562|44731|RT1,10,20
17563,19-06-22,RT1,17563|44731|RT1,17,25
18558,19-06-22,RT1,18558|44731|RT1,10,15
18559,19-06-22,RT1,18559|44731|RT1,21,42
18561,19-06-22,RT1,18561|44731|RT1,24,33
18562,19-06-22,RT1,18562|44731|RT1,30,38
18563,19-06-22,RT1,18563|44731|RT1,15,27
19559,19-06-22,RT1,19559|44731|RT1,16,24
19561,19-06-22,RT1,19561|44731|RT1,22,36
17564,19-06-22,RT1,17564|44731|RT1,8,16
19562,19-06-22,RT2,19562|44731|RT2,19,23
18563,19-06-22,RT2,18563|44731|RT2,16,29
17561,19-06-22,RT2,17561|44731|RT2,24,36
17558,19-06-22,RT2,17558|44731|RT2,34,50
16562,19-06-22,RT2,16562|44731|RT2,25,43
16561,19-06-22,RT2,16561|44731|RT2,17,24
16558,19-06-22,RT2,16558|44731|RT2,19,22
19560,19-06-22,RT2,19560|44731|RT2,26,38
16563,19-06-22,RT2,16563|44731|RT2,25,38
16559,19-06-22,RT2,16559|44731|RT2,29,41
19559,19-06-22,RT2,19559|44731|RT2,23,41
19558,19-06-22,RT2,19558|44731|RT2,19,39
17559,19-06-22,RT2,17559|44731|RT2,29,39
16560,19-06-22,RT2,16560|44731|RT2,19,34
18562,19-06-22,RT2,18562|44731|RT2,23,34
18559,19-06-22,RT2,18559|44731|RT2,22,44
17563,19-06-22,RT2,17563|44731|RT2,30,44
17562,19-06-22,RT2,17562|44731|RT2,17,30
18558,19-06-22,RT2,18558|44731|RT2,16,30
17564,19-06-22,RT2,17564|44731|RT2,19,40
18561,19-06-22,RT2,18561|44731|RT2,32,40
18560,19-06-22,RT2,18560|44731|RT2,35,40
17560,19-06-22,RT2,17560|44731|RT2,28,45
19561,19-06-22,RT2,19561|44731|RT2,26,45
19563,19-06-22,RT2,19563|44731|RT2,26,45
16559,19-06-22,RT1,16559|44731|RT1,22,30
19562,19-06-22,RT3,19562|44731|RT3,21,29
19561,19-06-22,RT3,19561|44731|RT3,18,29
18562,19-06-22,RT3,18562|44731|RT3,20,29
17558,19-06-22,RT3,17558|44731|RT3,16,27
17562,19-06-22,RT3,17562|44731|RT3,13,27
19559,19-06-22,RT3,19559|44731|RT3,17,27
16559,19-06-22,RT3,16559|44731|RT3,24,32
16558,19-06-22,RT3,16558|44731|RT3,6,8
17560,19-06-22,RT3,17560|44731|RT3,16,25
18561,19-06-22,RT3,18561|44731|RT3,17,25
17561,19-06-22,RT3,17561|44731|RT3,16,19
18558,19-06-22,RT3,18558|44731|RT3,17,26
18560,19-06-22,RT3,18560|44731|RT3,21,24
18563,19-06-22,RT3,18563|44731|RT3,15,23
19560,19-06-22,RT3,19560|44731|RT3,15,19
16563,19-06-22,RT3,16563|44731|RT3,13,20
16561,19-06-22,RT3,16561|44731|RT3,14,21
17564,19-06-22,RT3,17564|44731|RT3,14,24
16560,19-06-22,RT3,16560|44731|RT3,12,20
16562,19-06-22,RT3,16562|44731|RT3,12,18
19558,19-06-22,RT3,19558|44731|RT3,12,21
17559,19-06-22,RT3,17559|44731|RT3,11,16
17563,19-06-22,RT3,17563|44731|RT3,11,16
18559,19-06-22,RT3,18559|44731|RT3,11,23
19559,19-06-22,RT4,19559|44731|RT4,2,3
16558,19-06-22,RT4,16558|44731|RT4,2,3
16562,19-06-22,RT4,16562|44731|RT4,4,6
17558,19-06-22,RT4,17558|44731|RT4,4,6
19563,19-06-22,RT4,19563|44731|RT4,4,6
16560,19-06-22,RT4,16560|44731|RT4,4,7
19561,19-06-22,RT4,19561|44731|RT4,4,7
18561,19-06-22,RT4,18561|44731|RT4,6,9
16561,19-06-22,RT4,16561|44731|RT4,7,10
17560,19-06-22,RT4,17560|44731|RT4,8,13
17564,19-06-22,RT4,17564|44731|RT4,8,17
18560,19-06-22,RT4,18560|44731|RT4,11,15
19560,19-06-22,RT4,19560|44731|RT4,14,16
18559,19-06-22,RT4,18559|44731|RT4,8,19
17563,19-06-22,RT4,17563|44731|RT4,15,19
19562,19-06-22,RT4,19562|44731|RT4,9,14
17559,19-06-22,RT4,17559|44731|RT4,11,14
18558,19-06-22,RT4,18558|44731|RT4,11,20
18562,19-06-22,RT4,18562|44731|RT4,14,20
18563,19-06-22,RT4,18563|44731|RT4,11,18
16563,19-06-22,RT4,16563|44731|RT4,12,18
16559,19-06-22,RT4,16559|44731|RT4,13,18
17562,19-06-22,RT4,17562|44731|RT4,3,6
19558,19-06-22,RT4,19558|44731|RT4,3,7
17561,19-06-22,RT4,17561|44731|RT4,3,4
16559,20-06-22,RT1,16559|44732|RT1,18,30
19562,20-06-22,RT1,19562|44732|RT1,16,30
19563,20-06-22,RT1,19563|44732|RT1,15,30
17558,20-06-22,RT1,17558|44732|RT1,7,19
16558,20-06-22,RT1,16558|44732|RT1,12,19
17560,20-06-22,RT1,17560|44732|RT1,15,40
19558,20-06-22,RT1,19558|44732|RT1,11,40
19560,20-06-22,RT1,19560|44732|RT1,14,26
17561,20-06-22,RT1,17561|44732|RT1,11,26
16560,20-06-22,RT1,16560|44732|RT1,13,34
16561,20-06-22,RT1,16561|44732|RT1,10,18
16562,20-06-22,RT1,16562|44732|RT1,12,31
16563,20-06-22,RT1,16563|44732|RT1,22,41
17559,20-06-22,RT1,17559|44732|RT1,18,32
17562,20-06-22,RT1,17562|44732|RT1,8,20
17563,20-06-22,RT1,17563|44732|RT1,13,25
18558,20-06-22,RT1,18558|44732|RT1,7,15
18559,20-06-22,RT1,18559|44732|RT1,13,42
18561,20-06-22,RT1,18561|44732|RT1,18,33
18562,20-06-22,RT1,18562|44732|RT1,19,38
18563,20-06-22,RT1,18563|44732|RT1,12,27
19559,20-06-22,RT1,19559|44732|RT1,10,24
19561,20-06-22,RT1,19561|44732|RT1,17,36
17564,20-06-22,RT1,17564|44732|RT1,6,16
19562,20-06-22,RT2,19562|44732|RT2,11,23
18563,20-06-22,RT2,18563|44732|RT2,14,29
17561,20-06-22,RT2,17561|44732|RT2,21,36
17558,20-06-22,RT2,17558|44732|RT2,21,50
16562,20-06-22,RT2,16562|44732|RT2,19,43
16561,20-06-22,RT2,16561|44732|RT2,12,24
16558,20-06-22,RT2,16558|44732|RT2,11,22
19560,20-06-22,RT2,19560|44732|RT2,20,38
16563,20-06-22,RT2,16563|44732|RT2,17,38
16559,20-06-22,RT2,16559|44732|RT2,20,41
19559,20-06-22,RT2,19559|44732|RT2,21,41
19558,20-06-22,RT2,19558|44732|RT2,13,39
17559,20-06-22,RT2,17559|44732|RT2,17,39
16560,20-06-22,RT2,16560|44732|RT2,17,34
18562,20-06-22,RT2,18562|44732|RT2,15,34
18559,20-06-22,RT2,18559|44732|RT2,17,44
17563,20-06-22,RT2,17563|44732|RT2,23,44
17562,20-06-22,RT2,17562|44732|RT2,11,30
18558,20-06-22,RT2,18558|44732|RT2,12,30
17564,20-06-22,RT2,17564|44732|RT2,13,40
18561,20-06-22,RT2,18561|44732|RT2,21,40
18560,20-06-22,RT2,18560|44732|RT2,19,40
17560,20-06-22,RT2,17560|44732|RT2,18,45
19561,20-06-22,RT2,19561|44732|RT2,16,45
19563,20-06-22,RT2,19563|44732|RT2,18,45
19563,20-06-22,RT3,19563|44732|RT3,14,29
18560,20-06-22,RT1,18560|44732|RT1,17,30
19562,20-06-22,RT3,19562|44732|RT3,14,29
19561,20-06-22,RT3,19561|44732|RT3,11,29
18562,20-06-22,RT3,18562|44732|RT3,16,29
17558,20-06-22,RT3,17558|44732|RT3,11,27
17562,20-06-22,RT3,17562|44732|RT3,8,27
19559,20-06-22,RT3,19559|44732|RT3,11,27
16559,20-06-22,RT3,16559|44732|RT3,17,32
16558,20-06-22,RT3,16558|44732|RT3,3,8
16562,20-06-22,RT3,16562|44732|RT3,8,18
17559,20-06-22,RT3,17559|44732|RT3,8,16
19558,20-06-22,RT3,19558|44732|RT3,8,21
18561,20-06-22,RT3,18561|44732|RT3,13,25
17563,20-06-22,RT3,17563|44732|RT3,9,16
18559,20-06-22,RT3,18559|44732|RT3,9,23
18563,20-06-22,RT3,18563|44732|RT3,9,23
19560,20-06-22,RT3,19560|44732|RT3,9,19
16560,20-06-22,RT3,16560|44732|RT3,10,20
17564,20-06-22,RT3,17564|44732|RT3,10,24
16563,20-06-22,RT3,16563|44732|RT3,12,20
16561,20-06-22,RT3,16561|44732|RT3,11,21
17560,20-06-22,RT3,17560|44732|RT3,11,25
17561,20-06-22,RT3,17561|44732|RT3,11,19
18558,20-06-22,RT3,18558|44732|RT3,11,26
18560,20-06-22,RT3,18560|44732|RT3,11,24
17561,20-06-22,RT4,17561|44732|RT4,2,4
17562,20-06-22,RT4,17562|44732|RT4,2,6
19561,20-06-22,RT4,19561|44732|RT4,2,7
19563,20-06-22,RT4,19563|44732|RT4,2,6
16558,20-06-22,RT4,16558|44732|RT4,2,3
17560,20-06-22,RT4,17560|44732|RT4,4,13
